Bathrooms (bin),Bedrooms (bin),Condition,Date,Id,Price (bin),View,Waterfront,Yr Built,Zipcode,Bathrooms,Bedrooms,Floors,Grade,Lat,Long,Price,Sqft Living,Sqft Lot
0.8,3,Good,11/18/2014,1324079041,248K,No View,No,1930,98024,1,3,1,7,47.5617,-121.859,275000,1370,17859
0.8,3,Good,9/4/2014,3210950510,531K,No View,No,1977,98024,1,3,1,7,47.552,-121.89,535000,1330,40259
0.8,3,Good,4/27/2015,3582200200,425K,No View,No,1940,98028,1,3,1,7,47.75,-122.245,455000,2400,17239
0.8,3,Good,9/8/2014,4140500050,354K,No View,No,1956,98028,1,3,1,7,47.7641,-122.265,362000,1290,10125
0.8,3,Good,3/5/2015,7297700055,283K,No View,No,1959,98028,1,3,1,7,47.7428,-122.244,306000,1190,10350
0.8,3,Good,12/1/2014,3949600090,319K,No View,No,1966,98028,1,3,1,7,47.7746,-122.239,335000,980,9903
0.8,3,Good,5/20/2014,4189800050,319K,No View,No,1967,98028,1,3,1,7,47.7355,-122.231,335000,1060,10050
0.8,3,Good,8/1/2014,1330280100,177K,No View,No,1955,98030,1,3,1,7,47.3632,-122.174,178000,1100,5734
0.8,3,Good,6/13/2014,3830620710,177K,No View,No,1978,98030,1,3,1,7,47.3527,-122.178,206135,1340,11070
0.8,3,Good,11/3/2014,3830620300,248K,No View,No,1978,98030,1,3,1,7,47.3542,-122.181,253000,1580,8240
0.8,3,Good,6/19/2014,8802400411,248K,No View,No,1959,98031,1,3,1,7,47.4043,-122.202,249000,1050,8498
0.8,3,Good,1/15/2015,722059070,213K,No View,No,1961,98031,1,3,1,7,47.4075,-122.214,235000,1430,15246
0.8,3,Good,2/20/2015,8960200630,248K,No View,No,1968,98031,1,3,1,7,47.4233,-122.177,248000,1180,6947
0.8,3,Good,3/5/2015,2873000260,142K,No View,No,1968,98031,1,3,1,7,47.4169,-122.168,150000,1250,7210
0.8,3,Good,5/19/2014,8025700590,213K,No View,No,1970,98031,1,3,1,7,47.4006,-122.188,215000,970,7275
0.8,3,Good,7/28/2014,8731730710,213K,No View,No,1970,98031,1,3,1,7,47.39,-122.166,215000,1180,9000
0.8,3,Good,5/9/2014,8857600490,177K,No View,No,1959,98032,1,3,1,7,47.3831,-122.288,201500,1160,8320
0.8,3,Good,9/26/2014,4324500180,177K,No View,No,1959,98032,1,3,1,7,47.3809,-122.287,182000,1060,7350
0.8,3,Good,10/15/2014,7523700245,213K,No View,No,1959,98032,1,3,1,7,47.3784,-122.303,240000,1350,7560
0.8,3,Good,4/15/2015,7523700210,177K,No View,No,1959,98032,1,3,1,7,47.3793,-122.304,205000,970,7700
0.8,3,Good,8/19/2014,8857600960,177K,No View,No,1960,98032,1,3,1,7,47.3838,-122.289,205000,940,7980
0.8,3,Good,12/23/2014,4324500490,213K,No View,No,1960,98032,1,3,1,7,47.3801,-122.289,215000,1060,9954
0.8,3,Good,7/25/2014,5335700110,213K,No View,No,1961,98032,1,3,1,7,47.3608,-122.29,234000,1750,8820
0.8,3,Good,7/9/2014,3832300090,213K,No View,No,1967,98032,1,3,1,7,47.3724,-122.277,215000,1200,7280
0.8,3,Good,12/29/2014,1555300490,248K,No View,No,1967,98032,1,3,1,7,47.3784,-122.29,250000,1520,7800
0.8,3,Good,2/6/2015,1555300010,177K,No View,No,1970,98032,1,3,1,7,47.3791,-122.289,203000,920,7500
0.8,3,Good,2/3/2015,856000255,744K,No View,No,1956,98033,1,3,1,7,47.6874,-122.214,765000,1270,6500
0.8,3,Good,2/9/2015,1238500451,106K,No View,No,1960,98033,1,3,1,7,47.683,-122.176,130000,1110,7520
0.8,3,Good,10/17/2014,6400700189,390K,No View,No,1961,98033,1,3,1,7,47.6701,-122.176,390000,1040,8075
0.8,3,Good,3/3/2015,1236300268,496K,No View,No,1964,98033,1,3,1,7,47.688,-122.19,500000,940,10360
0.8,3,Good,4/8/2015,1245003375,638K,No View,No,1966,98033,1,3,1,7,47.6835,-122.199,658000,1290,12005
0.8,3,Good,7/23/2014,3893100327,354K,No View,No,1967,98033,1,3,1,7,47.7002,-122.191,355000,940,8512
0.8,3,Good,2/23/2015,1245003255,602K,No View,No,1977,98033,1,3,1,7,47.6842,-122.2,615000,1120,12500
0.8,3,Good,9/4/2014,3581000210,354K,No View,No,1963,98034,1,3,1,7,47.7267,-122.241,383001,1180,7210
0.8,3,Good,3/19/2015,3756600240,354K,No View,No,1963,98034,1,3,1,7,47.7168,-122.196,379000,1140,10320
0.8,3,Good,9/26/2014,3581000020,319K,No View,No,1964,98034,1,3,1,7,47.7276,-122.241,350000,1180,7455
0.8,3,Good,9/17/2014,3755000020,319K,No View,No,1966,98034,1,3,1,7,47.7268,-122.229,342500,940,10500
0.8,3,Good,9/30/2014,3755000060,283K,No View,No,1966,98034,1,3,1,7,47.7267,-122.227,315500,1160,10500
0.8,3,Good,2/26/2015,3755000120,354K,No View,No,1966,98034,1,3,1,7,47.7267,-122.226,360000,1120,10500
0.8,3,Good,12/1/2014,3768000280,319K,No View,No,1967,98034,1,3,1,7,47.732,-122.231,350000,1010,7680
0.8,3,Good,4/14/2015,6675500112,319K,No View,No,1969,98034,1,3,1,7,47.7278,-122.226,330000,960,7218
0.8,3,Good,6/18/2014,3211200420,283K,No View,No,1971,98034,1,3,1,7,47.7303,-122.238,300000,910,7700
0.8,3,Good,4/23/2015,9477201060,354K,No View,No,1971,98034,1,3,1,7,47.7303,-122.192,380500,1410,7854
0.8,3,Good,5/27/2014,3211200290,283K,No View,No,1972,98034,1,3,1,7,47.7314,-122.237,304000,900,7500
0.8,3,Good,9/8/2014,1138000160,319K,No View,No,1972,98034,1,3,1,7,47.7143,-122.211,343000,1120,7250
0.8,3,Good,1/6/2015,1839910300,283K,No View,No,1972,98034,1,3,1,7,47.7218,-122.176,299950,1030,9916
0.8,3,Good,3/17/2015,1138010220,319K,No View,No,1972,98034,1,3,1,7,47.7155,-122.211,344950,1090,6712
0.8,3,Good,1/8/2015,9477200460,319K,No View,No,1977,98034,1,3,1,7,47.7308,-122.19,350000,950,9451
0.8,3,Good,10/10/2014,2322069114,283K,No View,No,1960,98038,1,3,1,7,47.3841,-122.006,287653,1050,16050
0.8,3,Good,4/25/2015,1545803980,213K,No View,No,1967,98038,1,3,1,7,47.3631,-122.05,239000,1200,7810
0.8,3,Good,1/29/2015,2525310040,177K,No View,No,1980,98038,1,3,1,7,47.365,-122.028,206000,1060,10350
0.8,3,Good,3/24/2015,2210500019,921K,No View,No,1954,98039,1,3,1,7,47.6187,-122.226,937500,1320,8500
0.8,3,Good,11/7/2014,3262300940,850K,No View,No,1955,98039,1,3,1,7,47.6328,-122.236,875000,1220,8119
0.8,3,Good,2/10/2015,3262300940,921K,No View,No,1955,98039,1,3,1,7,47.6328,-122.236,940000,1220,8119
0.8,3,Good,4/13/2015,3307700150,921K,No View,No,1946,98040,1,3,1,7,47.5905,-122.245,950000,1720,9830
0.8,3,Good,2/18/2015,5315100394,602K,No View,No,1957,98040,1,3,1,7,47.5872,-122.241,604000,1440,13824
0.8,3,Good,10/21/2014,1795500060,177K,No View,No,1962,98042,1,3,1,7,47.3631,-122.116,198400,1040,8645
0.8,3,Good,7/18/2014,2618300350,177K,No View,No,1964,98042,1,3,1,7,47.4225,-122.15,199000,1390,12145
0.8,3,Good,8/25/2014,1274500060,177K,No View,No,1968,98042,1,3,1,7,47.3621,-122.11,204000,1000,12070
0.8,3,Good,5/12/2014,6600400260,177K,No View,No,1969,98042,1,3,1,7,47.3242,-122.144,201000,1460,9750
0.8,3,Good,2/11/2015,2212900470,177K,No View,No,1969,98042,1,3,1,7,47.3261,-122.135,186000,1200,10080
0.8,3,Good,4/8/2015,2868900020,213K,No View,No,1972,98042,1,3,1,7,47.3423,-122.088,215000,1010,10125
0.8,3,Good,3/11/2015,1865820300,177K,No View,No,1976,98042,1,3,1,7,47.3732,-122.116,205000,1120,8342
0.8,3,Good,7/10/2014,8651442810,142K,No View,No,1978,98042,1,3,1,7,47.3623,-122.09,152000,920,4875
0.8,3,Good,8/20/2014,4051100230,213K,No View,No,1978,98042,1,3,1,7,47.3742,-122.149,240000,1340,7000
0.8,3,Good,5/8/2015,4051100390,213K,No View,No,1978,98042,1,3,1,7,47.3739,-122.148,240000,1310,7125
0.8,3,Good,12/4/2014,9407000230,213K,No View,No,1971,98045,1,3,1,7,47.4431,-121.765,240000,1600,12566
0.8,3,Good,8/26/2014,9407001790,283K,No View,No,1972,98045,1,3,1,7,47.4483,-121.773,290000,1010,10800
0.8,3,Good,5/20/2014,1237500120,283K,No View,No,1955,98052,1,3,1,7,47.6755,-122.16,300000,1090,9900
0.8,3,Good,9/25/2014,7436900045,354K,No View,No,1957,98052,1,3,1,7,47.6788,-122.162,383000,1150,10196
0.8,3,Good,5/5/2015,7201900370,425K,No View,No,1975,98052,1,3,1,7,47.7012,-122.131,440000,1250,8412
0.8,3,Good,3/20/2015,7199360090,460K,No View,No,1980,98052,1,3,1,7,47.6968,-122.124,478000,1440,7107
0.8,3,Good,4/24/2015,8807600140,390K,No View,No,1977,98053,1,3,1,7,47.6827,-122.059,405000,1280,11625
0.8,3,Good,5/15/2014,6623400217,248K,No View,No,1957,98055,1,3,1,7,47.428,-122.199,250000,1230,10350
0.8,3,Good,8/14/2014,522059172,213K,No View,No,1957,98055,1,3,1,7,47.4238,-122.197,220000,1460,10200
0.8,3,Good,8/18/2014,7399300420,248K,No View,No,1969,98055,1,3,1,7,47.4627,-122.19,255000,1170,7395
0.8,3,Good,8/5/2014,1839500065,248K,No View,No,1955,98056,1,3,1,7,47.5051,-122.194,279000,1400,9450
0.8,3,Good,5/20/2014,7236100015,248K,No View,No,1957,98056,1,3,1,7,47.4902,-122.179,259000,1320,8625
0.8,3,Good,5/4/2015,7236100025,248K,No View,No,1957,98056,1,3,1,7,47.4905,-122.18,280000,1020,8400
0.8,3,Good,6/25/2014,3449500135,248K,No View,No,1958,98056,1,3,1,7,47.5074,-122.175,276900,1270,7566
0.8,3,Good,7/9/2014,3343901183,319K,No View,No,1958,98056,1,3,1,7,47.5054,-122.19,340000,1600,7324
0.8,3,Good,7/15/2014,425400115,213K,No View,No,1958,98056,1,3,1,7,47.5015,-122.173,237000,1160,6132
0.8,3,Good,6/3/2014,7789200070,213K,No View,No,1959,98056,1,3,1,7,47.5093,-122.172,235000,1250,15603
0.8,3,Good,3/23/2015,3343901188,283K,No View,No,1959,98056,1,3,1,7,47.5048,-122.19,300000,1320,7200
0.8,3,Good,6/20/2014,428000225,213K,No View,No,1960,98056,1,3,1,7,47.511,-122.172,237000,1300,8160
0.8,3,Good,12/5/2014,3205000050,354K,No View,No,1960,98056,1,3,1,7,47.5398,-122.178,358000,890,9870
0.8,3,Good,7/1/2014,1061400360,248K,No View,No,1962,98056,1,3,1,7,47.5,-122.169,280000,1090,10710
0.8,3,Good,1/6/2015,1061400180,213K,No View,No,1962,98056,1,3,1,7,47.5024,-122.169,240000,1550,12670
0.8,3,Good,4/23/2015,1061500110,213K,No View,No,1962,98056,1,3,1,7,47.5016,-122.168,240000,1030,15264
0.8,3,Good,11/4/2014,2720000120,283K,No View,No,1963,98056,1,3,1,7,47.5139,-122.187,295000,1380,7575
0.8,3,Good,3/30/2015,3205200640,425K,No View,No,1963,98056,1,3,1,7,47.5364,-122.173,427200,1030,8400
0.8,3,Good,11/7/2014,3291800140,213K,No View,No,1980,98056,1,3,1,7,47.4901,-122.185,230000,1360,9310
0.8,3,Good,1/2/2015,3291800120,248K,No View,No,1980,98056,1,3,1,7,47.4899,-122.185,262500,970,7854
0.8,3,Good,7/28/2014,1432700420,248K,No View,No,1959,98058,1,3,1,7,47.4511,-122.173,250000,1460,10914
0.8,3,Good,5/8/2015,1432900240,177K,No View,No,1962,98058,1,3,1,7,47.4563,-122.171,205000,1610,8579
0.8,3,Good,5/12/2014,1423800080,213K,No View,No,1966,98058,1,3,1,7,47.4557,-122.181,225000,990,8012
0.8,3,Good,7/28/2014,8960000030,213K,No View,No,1967,98058,1,3,1,7,47.4479,-122.176,215000,1180,7669
0.8,3,Good,10/30/2014,8155000040,213K,No View,No,1967,98058,1,3,1,7,47.4235,-122.155,230000,1020,12289
0.8,3,Good,12/17/2014,2473251180,248K,No View,No,1967,98058,1,3,1,7,47.4551,-122.154,255000,1180,13650
0.8,3,Good,4/28/2015,2473101140,283K,No View,No,1967,98058,1,3,1,7,47.4473,-122.159,314950,1590,8470
0.8,3,Good,2/18/2015,8960200280,248K,No View,No,1968,98058,1,3,1,7,47.4249,-122.178,249500,1180,7200
0.8,3,Good,9/9/2014,5113200310,248K,No View,No,1972,98058,1,3,1,7,47.4579,-122.09,270000,1240,14110
0.8,3,Good,7/22/2014,3243100050,248K,No View,No,1960,98059,1,3,1,7,47.4853,-122.126,250000,1250,7920
0.8,3,Good,7/25/2014,1023059223,283K,No View,No,1960,98059,1,3,1,7,47.4941,-122.151,311000,1640,12060
0.8,3,Good,1/26/2015,1023059186,248K,No View,No,1960,98059,1,3,1,7,47.4915,-122.151,252000,1530,9465
0.8,3,Good,3/12/2015,3449000010,283K,No View,No,1960,98059,1,3,1,7,47.5022,-122.144,294570,1140,8400
0.8,3,Good,5/11/2015,9353300820,283K,No View,No,1961,98059,1,3,1,7,47.4894,-122.135,310000,1250,10723
0.8,3,Good,5/20/2014,3243200310,283K,No View,No,1967,98059,1,3,1,7,47.4869,-122.123,300000,2120,7735
0.8,3,Good,5/7/2014,7229900975,283K,No View,No,1968,98059,1,3,1,7,47.4812,-122.097,314950,1040,16986
0.8,3,Good,6/5/2014,5095400040,248K,No View,No,1968,98059,1,3,1,7,47.4666,-122.072,270000,1500,13500
0.8,3,Good,11/3/2014,7229900885,283K,No View,No,1968,98059,1,3,1,7,47.4808,-122.099,313000,1510,10369
0.8,3,Good,12/10/2014,5230300210,283K,No View,No,1969,98059,1,3,1,7,47.4936,-122.102,299000,1040,9514
0.8,3,Good,9/23/2014,1523059180,354K,No View,No,1971,98059,1,3,1,7,47.4772,-122.153,354900,1720,16552
0.8,3,Good,6/25/2014,7802900504,425K,No View,No,1970,98065,1,3,1,7,47.5234,-121.841,454000,1970,22144
0.8,3,Good,10/7/2014,3523029077,283K,No View,No,1924,98070,1,3,1,7,47.4443,-122.509,297000,1340,18000
0.8,3,Good,3/23/2015,3023039066,319K,No View,No,1941,98070,1,3,1,7,47.4482,-122.462,329500,1810,13068
0.8,3,Good,1/26/2015,1775800710,283K,No View,No,1969,98072,1,3,1,7,47.7422,-122.1,315500,1300,12600
0.8,3,Good,4/30/2015,9144300060,319K,No View,No,1969,98072,1,3,1,7,47.7622,-122.163,350000,1250,9786
0.8,3,Good,3/26/2015,7955030060,319K,No View,No,1970,98072,1,3,1,7,47.7502,-122.108,345000,1250,17380
0.8,3,Good,5/5/2015,3876810170,319K,No View,No,1970,98072,1,3,1,7,47.7423,-122.173,329000,900,9600
0.8,3,Good,5/30/2014,1775920210,354K,No View,No,1971,98072,1,3,1,7,47.7412,-122.109,374000,1200,9800
0.8,3,Good,7/16/2014,3575303970,319K,No View,No,1975,98074,1,3,1,7,47.6169,-122.062,340000,1010,7500
0.8,3,Good,8/22/2014,3575304017,283K,No View,No,1975,98074,1,3,1,7,47.6172,-122.061,315000,1010,7500
0.8,3,Good,7/25/2014,3575303700,319K,No View,No,1976,98074,1,3,1,7,47.6199,-122.062,324950,1240,7500
0.8,3,Good,10/10/2014,1771000970,319K,No View,No,1967,98077,1,3,1,7,47.7419,-122.073,330000,1160,9600
0.8,3,Good,5/13/2014,1771000760,319K,No View,No,1968,98077,1,3,1,7,47.7438,-122.075,319000,1390,12823
0.8,3,Good,11/4/2014,1771000540,319K,No View,No,1968,98077,1,3,1,7,47.7431,-122.073,325000,1160,9525
0.8,3,Good,7/7/2014,1771100360,319K,No View,No,1969,98077,1,3,1,7,47.7575,-122.072,320000,1120,10576
0.8,3,Good,12/4/2014,1771110550,319K,No View,No,1971,98077,1,3,1,7,47.758,-122.075,320000,1330,9540
0.8,3,Good,2/18/2015,1771110070,319K,No View,No,1977,98077,1,3,1,7,47.7562,-122.073,325000,1300,9300
0.8,3,Good,6/24/2014,1771110640,354K,No View,No,1978,98077,1,3,1,7,47.7563,-122.075,367500,1660,11783
0.8,3,Good,5/19/2014,321059059,354K,No View,No,1960,98092,1,3,1,7,47.3356,-122.157,359950,1290,189486
0.8,3,Good,7/16/2014,2599000130,213K,No View,No,1961,98092,1,3,1,7,47.2894,-122.188,247200,1590,11200
0.8,3,Good,12/18/2014,2377000040,283K,No View,No,1961,98092,1,3,1,7,47.3199,-122.1,288000,1410,40500
0.8,3,Good,3/26/2015,2599001010,177K,No View,No,1962,98092,1,3,1,7,47.2923,-122.19,196000,1090,7400
0.8,3,Good,7/8/2014,1682000350,142K,No View,No,1968,98092,1,3,1,7,47.3123,-122.186,148226,1400,7360
0.8,3,Good,4/17/2015,1682000160,177K,No View,No,1968,98092,1,3,1,7,47.312,-122.183,206000,1320,9239
0.8,3,Good,11/17/2014,6431500283,390K,No View,No,1921,98103,1,3,1,7,47.6916,-122.352,409500,1340,4120
0.8,3,Good,3/24/2015,4083302625,708K,No View,No,1921,98103,1,3,1,7,47.6545,-122.336,738000,1280,3900
0.8,3,Good,7/9/2014,3797002585,638K,No View,No,1927,98103,1,3,1,7,47.6835,-122.347,660000,1240,3500
0.8,3,Good,4/17/2015,1930301220,567K,No View,No,1928,98103,1,3,1,7,47.6543,-122.354,575000,1530,2400
0.8,3,Good,3/2/2015,6430500008,425K,No View,No,1929,98103,1,3,1,7,47.6872,-122.351,428750,1100,4080
0.8,3,Good,6/25/2014,1773600691,319K,No View,No,1932,98106,1,3,1,7,47.5624,-122.361,346500,1150,11802
0.8,3,Good,7/8/2014,3172600095,354K,No View,No,1954,98106,1,3,1,7,47.52,-122.365,371500,1650,6400
0.8,3,Good,5/5/2015,1591000015,248K,No View,No,1954,98106,1,3,1,7,47.5168,-122.351,260000,1200,6615
0.8,3,Good,5/2/2014,3390600010,354K,No View,No,1955,98106,1,3,1,7,47.5334,-122.365,365000,1090,6435
0.8,3,Good,5/27/2014,2608300035,319K,No View,No,1964,98106,1,3,1,7,47.5292,-122.362,329000,1600,5952
0.8,3,Good,7/8/2014,3157600615,319K,No View,No,1968,98106,1,3,1,7,47.5649,-122.358,326500,1060,7920
0.8,3,Good,2/20/2015,1773101050,283K,No View,No,1968,98106,1,3,1,7,47.5539,-122.365,290000,960,4560
0.8,3,Good,11/18/2014,475000510,567K,No View,No,1920,98107,1,3,1,7,47.6674,-122.365,594000,1320,5000
0.8,3,Good,3/5/2015,13001215,106K,No View,No,1913,98108,1,3,1,7,47.5231,-122.332,130000,1100,5100
0.8,3,Good,3/16/2015,5248800625,354K,No View,No,1971,98108,1,3,1,7,47.5529,-122.305,385000,1070,4000
0.8,3,Good,7/14/2014,2755200090,567K,No View,No,1909,98115,1,3,1,7,47.6782,-122.306,576000,1140,5395
0.8,3,Good,6/4/2014,3423600065,531K,No View,No,1925,98115,1,3,1,7,47.6756,-122.3,540000,1050,4160
0.8,3,Good,7/26/2014,5101401816,496K,No View,No,1928,98115,1,3,1,7,47.6924,-122.31,505000,1020,5410
0.8,3,Good,4/9/2015,3543900380,390K,No View,No,1934,98115,1,3,1,7,47.6837,-122.32,395000,1460,5000
0.8,3,Good,7/23/2014,6392003490,425K,No View,No,1937,98115,1,3,1,7,47.6839,-122.281,433500,1230,6000
0.8,3,Good,2/18/2015,5100402668,460K,No View,No,1940,98115,1,3,1,7,47.6942,-122.319,495000,1570,5510
0.8,3,Good,4/27/2015,6844702690,460K,No View,No,1945,98115,1,3,1,7,47.6929,-122.287,476500,1200,6120
0.8,3,Good,3/24/2015,3735901080,638K,No View,No,1946,98115,1,3,1,7,47.688,-122.32,645000,2270,4182
0.8,3,Good,6/12/2014,442000015,425K,No View,No,1947,98115,1,3,1,7,47.6897,-122.285,445000,1050,5664
0.8,3,Good,6/17/2014,5014000120,425K,No View,No,1950,98116,1,3,1,7,47.5718,-122.395,430000,980,7200
0.8,3,Good,9/2/2014,452001475,460K,No View,No,1906,98117,1,3,1,7,47.6758,-122.369,477000,960,3600
0.8,3,Good,6/16/2014,7518505851,531K,No View,No,1912,98117,1,3,1,7,47.6797,-122.384,552000,1120,2300
0.8,3,Good,7/16/2014,2028701075,602K,No View,No,1924,98117,1,3,1,7,47.6768,-122.367,626000,1040,4240
0.8,3,Good,8/21/2014,9144100126,460K,No View,No,1940,98117,1,3,1,7,47.7011,-122.375,489900,1680,8910
0.8,3,Good,5/20/2014,9268200300,460K,No View,No,1946,98117,1,3,1,7,47.697,-122.365,490000,1910,8190
0.8,3,Good,12/29/2014,9144100158,425K,No View,No,1949,98117,1,3,1,7,47.7,-122.375,445000,1260,8910
0.8,3,Good,3/24/2015,8121100600,496K,No View,No,1946,98118,1,3,1,7,47.5682,-122.284,525000,1640,6180
0.8,3,Good,4/29/2015,3214200070,425K,No View,No,1952,98118,1,3,1,7,47.5377,-122.266,457500,1210,7636
0.8,3,Good,5/5/2014,3241600150,283K,No View,No,1953,98118,1,3,1,7,47.5238,-122.287,287000,1450,6000
0.8,3,Good,6/30/2014,1314300046,283K,No View,No,1954,98118,1,3,1,7,47.5483,-122.278,308000,1010,8800
0.8,3,Good,6/16/2014,223049087,248K,No View,No,1957,98118,1,3,1,7,47.5162,-122.261,277000,1100,8536
0.8,3,Good,2/5/2015,1453602065,425K,No View,No,1938,98125,1,3,1,7,47.7254,-122.29,442500,1120,8200
0.8,3,Good,5/14/2014,8901001170,425K,No View,No,1940,98125,1,3,1,7,47.7105,-122.306,458000,1660,7500
0.8,3,Good,11/21/2014,5272200040,354K,No View,No,1947,98125,1,3,1,7,47.7142,-122.319,375000,1000,6947
0.8,3,Good,4/6/2015,705000120,390K,No View,No,1950,98125,1,3,1,7,47.7263,-122.3,395000,950,6951
0.8,3,Good,3/4/2015,4427100130,425K,No View,No,1953,98125,1,3,1,7,47.7281,-122.311,431000,1500,6240
0.8,3,Good,8/22/2014,3992700326,354K,No View,No,1954,98125,1,3,1,7,47.7134,-122.288,380000,1380,5400
0.8,3,Good,1/5/2015,8820903555,460K,No View,No,1956,98125,1,3,1,7,47.7139,-122.288,467500,1830,6453
0.8,3,Good,1/8/2015,6381500110,319K,No View,No,1956,98125,1,3,1,7,47.7336,-122.306,330000,1160,7912
0.8,3,Good,9/2/2014,4365200865,354K,No View,No,1909,98126,1,3,1,7,47.522,-122.375,384950,1540,7740
0.8,3,Good,5/23/2014,1782000130,354K,No View,No,1942,98126,1,3,1,7,47.525,-122.378,383000,1800,5612
0.8,3,Good,6/24/2014,9842300540,319K,No View,No,1942,98126,1,3,1,7,47.5296,-122.379,339000,1100,4128
0.8,3,Good,11/12/2014,2492200256,354K,No View,No,1945,98126,1,3,1,7,47.5351,-122.381,357500,1000,4080
0.8,3,Good,5/16/2014,2349300090,319K,No View,No,1951,98126,1,3,1,7,47.5517,-122.381,340000,1250,4800
0.8,3,Good,7/9/2014,9109000050,248K,No View,No,1954,98126,1,3,1,7,47.5196,-122.371,275000,1200,7800
0.8,3,Good,10/8/2014,9842300036,390K,No View,No,1964,98126,1,3,1,7,47.5301,-122.381,415885,1310,4163
0.8,3,Good,4/15/2015,6140100875,390K,No View,No,1923,98133,1,3,1,7,47.7144,-122.351,420000,1060,8097
0.8,3,Good,8/7/2014,6300500275,319K,No View,No,1926,98133,1,3,1,7,47.704,-122.343,350000,1390,4820
0.8,3,Good,12/10/2014,8911000030,354K,No View,No,1940,98133,1,3,1,7,47.7115,-122.355,355000,1240,5400
0.8,3,Good,8/18/2014,6300500515,319K,No View,No,1941,98133,1,3,1,7,47.7039,-122.34,350000,1020,4980
0.8,3,Good,10/6/2014,6450302900,319K,No View,No,1947,98133,1,3,1,7,47.7309,-122.336,329500,1080,5250
0.8,3,Good,10/8/2014,6141100750,354K,No View,No,1947,98133,1,3,1,7,47.7164,-122.351,389000,1380,6591
0.8,3,Good,2/24/2015,6150700264,390K,No View,No,1949,98133,1,3,1,7,47.7289,-122.338,396000,1390,6160
0.8,3,Good,7/16/2014,7771300155,319K,No View,No,1950,98133,1,3,1,7,47.7353,-122.334,332500,1030,8164
0.8,3,Good,6/23/2014,3368900084,248K,No View,No,1952,98133,1,3,1,7,47.7579,-122.33,275000,1080,6000
0.8,3,Good,3/30/2015,7405700015,390K,No View,No,1952,98133,1,3,1,7,47.7429,-122.358,406000,1090,11292
0.8,3,Good,7/15/2014,6713700205,283K,No View,No,1953,98133,1,3,1,7,47.762,-122.355,310000,1210,9730
0.8,3,Good,8/18/2014,6713700155,319K,No View,No,1953,98133,1,3,1,7,47.7628,-122.354,352500,1470,8400
0.8,3,Good,3/25/2015,4325700085,390K,No View,No,1953,98133,1,3,1,7,47.7502,-122.353,417000,1310,8514
0.8,3,Good,10/2/2014,726049190,283K,No View,No,1954,98133,1,3,1,7,47.7493,-122.351,287500,1810,7200
0.8,3,Good,2/18/2015,726049190,425K,No View,No,1954,98133,1,3,1,7,47.7493,-122.351,431000,1810,7200
0.8,3,Good,3/9/2015,7771300085,390K,No View,No,1954,98133,1,3,1,7,47.7362,-122.333,411500,1130,8159
0.8,3,Good,5/6/2015,726049202,319K,No View,No,1954,98133,1,3,1,7,47.7503,-122.348,335000,1020,10200
0.8,3,Good,5/15/2014,6713700025,283K,No View,No,1955,98133,1,3,1,7,47.7608,-122.353,300000,1220,13000
0.8,3,Good,6/9/2014,6300000287,390K,No View,No,1956,98133,1,3,1,7,47.7073,-122.34,410000,1410,5060
0.8,3,Good,7/25/2014,415100015,283K,No View,No,1956,98133,1,3,1,7,47.7465,-122.339,301000,1060,9241
0.8,3,Good,12/5/2014,162500030,319K,No View,No,1957,98133,1,3,1,7,47.7675,-122.334,324000,1160,7202
0.8,3,Good,4/1/2015,2461900760,531K,No View,No,1918,98136,1,3,1,7,47.5514,-122.385,553000,1380,6250
0.8,3,Good,11/12/2014,9557200090,390K,No View,No,1924,98136,1,3,1,7,47.5392,-122.39,399000,990,4250
0.8,3,Good,2/2/2015,9238901420,425K,No View,No,1941,98136,1,3,1,7,47.5346,-122.385,442000,1190,5100
0.8,3,Good,4/8/2015,3013300017,531K,No View,No,1941,98136,1,3,1,7,47.5317,-122.387,535000,1290,6859
0.8,3,Good,8/1/2014,3013300968,390K,No View,No,1965,98136,1,3,1,7,47.5309,-122.382,416500,1100,4184
0.8,3,Good,2/11/2015,7100000250,354K,No View,No,1948,98146,1,3,1,7,47.5066,-122.377,380000,1400,8710
0.8,3,Good,4/28/2015,123039420,283K,No View,No,1952,98146,1,3,1,7,47.5063,-122.369,309000,1300,7200
0.8,3,Good,9/17/2014,8151600663,319K,No View,No,1954,98146,1,3,1,7,47.503,-122.364,333000,1250,8450
0.8,3,Good,4/7/2015,2895600090,354K,No View,No,1954,98146,1,3,1,7,47.5103,-122.382,355200,1120,7320
